1,129328
2,56359
3,33288
4,22557
5,16138
6,12218
7,9438
8,7807
9,6411
10,5208
11,4376
12,3810
13,3189
14,2830
15,2393
16,2153
17,1870
18,1639
19,1431
20,1293
21,1166
22,1084
23,918
24,871
25,775
26,757
27,633
28,575
29,539
30,525
31,458
32,408
33,398
34,354
35,326
36,300
37,304
38,257
39,230
40,241
41,224
42,199
43,198
44,165
45,158
46,153
47,120
48,156
49,125
50,134
51,115
52,114
53,94
54,88
55,85
56,77
57,94
58,85
59,84
60,57
61,61
62,57
63,54
64,51
65,46
66,51
67,44
68,40
69,32
70,35
71,41
72,35
73,31
74,40
75,42
76,33
77,40
78,28
79,33
80,34
81,25
82,25
83,32
84,20
85,14
86,18
87,24
88,11
89,15
90,24
91,21
92,13
93,14
94,16
95,16
96,15
97,17
98,18
99,16
100,19
101,10
102,10
103,6
104,14
105,12
106,8
107,8
108,8
109,14
110,4
111,4
112,8
113,13
114,8
115,4
116,6
117,13
118,7
119,9
120,10
121,6
122,7
123,5
124,7
125,6
126,3
127,10
128,7
129,8
130,5
131,5
132,11
133,1
134,5
135,1
136,4
137,6
138,1
139,7
140,8
141,4
142,6
143,4
144,9
145,6
146,3
147,2
148,3
149,4
150,3
151,4
152,2
153,4
154,2
155,2
156,4
157,2
159,2
160,5
161,3
162,4
163,1
164,2
165,1
166,1
167,2
168,3
169,3
170,3
171,2
172,5
173,2
174,1
175,3
176,3
177,2
178,1
179,2
180,1
181,3
182,1
183,2
184,1
185,1
186,2
187,1
188,1
190,2
191,2
192,2
193,2
194,1
195,1
197,1
198,1
200,1
201,1
202,2
204,2
205,1
207,4
208,3
211,3
213,2
214,2
215,1
217,2
219,2
221,1
224,1
227,1
228,2
229,1
232,1
234,1
236,2
237,1
238,3
239,2
240,1
241,1
243,1
244,1
252,1
255,1
256,1
257,1
258,1
259,1
260,1
267,1
270,1
274,1
275,1
279,1
283,1
284,1
290,2
294,1
296,1
297,2
302,1
303,3
304,2
305,3
309,1
316,1
322,1
338,1
344,2
352,1
354,1
364,1
368,1
371,1
372,1
373,1
383,1
401,1
407,1
409,2
426,1
443,1
444,1
449,1
452,1
516,1
521,1
537,1
559,1
592,1
756,1
934,1
1687,1
2119,1
