1,127403
2,56508
3,32643
4,22014
5,16041
6,12262
7,9381
8,7697
9,6185
10,5200
11,4458
12,3791
13,3188
14,2793
15,2439
16,2138
17,1873
18,1659
19,1546
20,1334
21,1234
22,1089
23,921
24,870
25,824
26,748
27,663
28,623
29,564
30,531
31,454
32,405
33,372
34,379
35,335
36,279
37,248
38,237
39,244
40,243
41,203
42,230
43,192
44,196
45,172
46,165
47,169
48,126
49,127
50,122
51,133
52,97
53,97
54,81
55,90
56,98
57,80
58,59
59,72
60,69
61,68
62,57
63,60
64,48
65,57
66,58
67,48
68,48
69,43
70,39
71,29
72,45
73,28
74,38
75,49
76,37
77,36
78,25
79,29
80,32
81,28
82,25
83,30
84,26
85,19
86,21
87,20
88,21
89,28
90,28
91,18
92,17
93,14
94,12
95,11
96,19
97,10
98,15
99,12
100,18
101,13
102,23
103,17
104,9
105,11
106,12
107,10
108,10
109,17
110,11
111,14
112,8
113,12
114,7
115,9
116,6
117,10
118,9
119,5
120,7
121,9
122,7
123,4
124,9
125,5
126,12
127,9
128,6
129,9
130,4
131,4
132,4
133,8
134,5
135,5
136,3
137,4
138,4
139,3
140,4
141,4
142,4
143,5
144,6
145,1
146,4
147,6
148,7
149,1
150,4
151,1
152,3
153,4
156,3
157,1
158,2
159,5
160,2
161,4
162,4
164,2
165,1
166,3
167,2
168,3
169,1
171,1
172,3
174,3
175,2
176,1
178,7
179,2
180,2
181,2
182,1
183,2
184,1
186,2
188,1
189,1
190,3
191,4
192,3
193,3
194,1
196,2
198,1
199,2
200,2
201,1
203,5
204,2
205,1
208,2
209,1
210,1
211,1
212,1
214,1
216,1
217,1
218,1
221,2
223,1
225,1
227,1
228,2
230,2
231,1
232,1
235,1
237,2
239,1
241,3
242,1
243,2
244,1
245,1
246,1
247,1
250,1
253,1
255,1
259,1
263,2
271,1
272,3
278,2
279,1
283,1
288,1
290,1
291,1
300,2
301,1
307,1
315,1
316,2
318,1
319,1
326,1
328,1
330,1
334,1
343,1
346,1
354,1
357,1
361,1
363,1
382,1
415,1
424,2
432,1
435,1
447,1
451,1
480,1
511,1
514,1
707,1
709,1
806,1
872,1
959,1
2406,1
2819,1
3198,1
