0.2593526012653495 8
0.05160376982202897 11
0.048674656913491814 10
0.0484494454801552 12
0.04783513640895614 17
0.04541527278103532 18
0.04535949212906142 21
0.04509153664720135 9
0.04395123499873539 16
0.04118797695085037 15
0.04104902499552937 20
0.04088250920364632 19
0.04061096101271552 22
0.04058332383752758 13
0.03985351173213859 14
0.03255691753542388 7
0.028262704185304518 23
0.01786883161088602 0
0.01548368454454632 6
0.008970635808854882 1
0.005209140099636779 5
0.0051042119651415006 2
0.0035019847725102494 3
0.0031414352992730145 4
