1,67717
2,77379
3,31850
4,30428
5,17902
6,16002
7,11361
8,9941
9,7763
10,6769
11,5319
12,4602
13,3824
14,3488
15,3163
16,2965
17,2572
18,2406
19,2317
20,2207
21,2083
22,2032
23,1876
24,1884
25,1865
26,1918
27,1784
28,1824
29,1745
30,1860
31,1891
32,2074
33,2027
34,2300
35,2264
36,2772
37,2205
38,2155
39,1740
40,1599
41,1360
42,1206
43,1100
44,992
45,841
46,719
47,643
48,545
49,497
50,470
51,417
52,404
53,359
54,329
55,286
56,261
57,200
58,203
59,160
60,118
61,104
62,64
63,58
64,39
65,47
66,43
67,34
68,33
69,23
70,37
71,34
72,27
73,16
74,10
75,10
76,8
77,8
78,14
79,11
80,6
81,5
82,8
83,4
84,5
85,4
86,4
87,6
88,6
89,3
90,1
91,5
92,1
93,4
94,3
95,1
96,4
97,3
98,1
99,1
100,1
101,3
103,3
104,2
105,1
106,2
107,1
112,1
113,1
114,1
115,1
116,2
118,1
119,2
122,2
123,1
143,1
191,1
