1,142193
2,108601
3,49793
4,39978
5,25139
6,20298
7,14961
8,12881
9,10057
10,8985
11,7432
12,6622
13,5575
14,5025
15,4478
16,4354
17,3761
18,3622
19,3319
20,3153
21,2942
22,2749
23,2569
24,2526
25,2324
26,2189
27,2107
28,2025
29,1850
30,2013
31,1823
32,1801
33,1802
34,1909
35,1812
36,1871
37,1695
38,1573
39,1320
40,1311
41,1122
42,1053
43,1025
44,938
45,810
46,754
47,645
48,600
49,550
50,489
51,434
52,356
53,307
54,309
55,251
56,233
57,160
58,181
59,150
60,110
61,76
62,69
63,47
64,46
65,32
66,37
67,33
68,41
69,19
70,24
71,18
72,21
73,15
74,15
75,11
76,9
77,13
78,8
79,3
80,11
81,6
82,9
83,2
84,6
85,1
86,4
87,4
88,3
89,8
90,4
91,3
92,3
93,3
94,3
96,6
97,3
98,3
100,4
101,1
102,3
113,1
118,1
124,1
129,1
154,1
